Entity,Code,Year,share of global production|Copper|Mine|tonnes
Morocco,MAR,2016,0.15512195
Morocco,MAR,2017,0.1761194
Morocco,MAR,2018,0.15728155
Morocco,MAR,2019,0.1504902
Morocco,MAR,2020,0.15436894
Morocco,MAR,2021,0.1721698
Morocco,MAR,2022,0.12785389
Mozambique,MOZ,1976,0.027548209
Mozambique,MOZ,1977,0.04043127
Mozambique,MOZ,1978,0.0041208793
Mozambique,MOZ,1979,0.0027210885
Mozambique,MOZ,1980,0.002013889
Mozambique,MOZ,1981,0.0025227568
Mozambique,MOZ,1982,0.0029551452
Mozambique,MOZ,1983,0.0032851512
Mozambique,MOZ,1984,0.0033418695
Mozambique,MOZ,1985,0.0015519399
Mozambique,MOZ,1986,0.0034382872
Mozambique,MOZ,1987,0.0018325243
Mozambique,MOZ,1988,0.0015940367
Mozambique,MOZ,1989,0.0009734513
Mozambique,MOZ,1990,0.00030434784
Mozambique,MOZ,1991,0
Myanmar,MMR,1970,0.0011864407
Myanmar,MMR,1971,0.0013468013
Myanmar,MMR,1972,0.0012232416
Myanmar,MMR,1973,0.001083815
Myanmar,MMR,1974,0.0009859155
Myanmar,MMR,1975,0.0012759644
Myanmar,MMR,1976,0.0012672177
Myanmar,MMR,1977,0.0013477089
Myanmar,MMR,1978,0.0013736264
Myanmar,MMR,1979,0.0013605442
Myanmar,MMR,1980,0.00077777775
Myanmar,MMR,1981,0.0010013004
Myanmar,MMR,1982,0.0013324538
Myanmar,MMR,1983,0.055190537
Myanmar,MMR,1984,0.15364917
Myanmar,MMR,1985,0.20901126
Myanmar,MMR,1986,0.12720403
Myanmar,MMR,1987,0.12864077
Myanmar,MMR,1988,0.053899083
Myanmar,MMR,1989,0.055309735
Myanmar,MMR,1990,0.047826085
Myanmar,MMR,1991,0.06109325
Myanmar,MMR,1992,0.052798312
Myanmar,MMR,1993,0.037734456
Myanmar,MMR,1994,0.052894738
Myanmar,MMR,1995,0.05282
Myanmar,MMR,1996,0.04400909
Myanmar,MMR,1997,0.025452174
Myanmar,MMR,1998,0.0553719
Myanmar,MMR,1999,0.208875
Myanmar,MMR,2000,0.20083459
Myanmar,MMR,2001,0.18832117
Myanmar,MMR,2002,0.20220588
Myanmar,MMR,2003,0.20217392
Myanmar,MMR,2004,0.21632653
Myanmar,MMR,2005,0.23
Myanmar,MMR,2006,0.12913907
Myanmar,MMR,2007,0.09741935
Myanmar,MMR,2008,0.04423077
Myanmar,MMR,2009,0.06125
Myanmar,MMR,2010,0.062111802
Myanmar,MMR,2011,0.07453416
Myanmar,MMR,2012,0.1497006
Myanmar,MMR,2013,0.17934783
Myanmar,MMR,2014,0.22580644
Myanmar,MMR,2015,0.36787564
Myanmar,MMR,2016,0.46341464
Myanmar,MMR,2017,0.5771144
Myanmar,MMR,2018,0.8737864
Myanmar,MMR,2019,1.0735294
Myanmar,MMR,2020,0.9029126
Myanmar,MMR,2021,0.3207547
Myanmar,MMR,2022,0
Namibia,NAM,1970,0.3898305
Namibia,NAM,1971,0.43602693
Namibia,NAM,1972,0.32874617
Namibia,NAM,1973,0.40895954
Namibia,NAM,1974,0.46760562
Namibia,NAM,1975,0.51780415
Namibia,NAM,1976,0.59917355
Namibia,NAM,1977,0.66307276
Namibia,NAM,1978,0.51785713
Namibia,NAM,1979,0.570068
Namibia,NAM,1980,0.54444444
Namibia,NAM,1981,0.5760728
Namibia,NAM,1982,0.6437995
Namibia,NAM,1983,0.6846255
Namibia,NAM,1984,0.64020485
Namibia,NAM,1985,0.5397747
Namibia,NAM,1986,0.59333754
Namibia,NAM,1987,0.4610801
Namibia,NAM,1988,0.491961
Namibia,NAM,1989,0.36274338
Namibia,NAM,1990,0.3021413
Namibia,NAM,1991,0.33996785
Namibia,NAM,1992,0.3306547
Namibia,NAM,1993,0.30712327
Namibia,NAM,1994,0.27952632
Namibia,NAM,1995,0.2253
Namibia,NAM,1996,0.13549091
Namibia,NAM,1997,0.15546957
Namibia,NAM,1998,0.053719006
Namibia,NAM,1999,0
Namibia,NAM,2000,0.0381203
Namibia,NAM,2001,0.10951095
Namibia,NAM,2002,0.13264705
Namibia,NAM,2003,0.11721014
Namibia,NAM,2004,0.0760136
Namibia,NAM,2005,0.067713335
Namibia,NAM,2006,0.0414702
Namibia,NAM,2007,0.037419356
Namibia,NAM,2008,0.056410257
Namibia,NAM,2009,0
Namibia,NAM,2010,0
Namibia,NAM,2011,0.020906832
Namibia,NAM,2012,0.03176048
Namibia,NAM,2013,0.026608696
Namibia,NAM,2014,0.02822043
Namibia,NAM,2015,0.07259067
Namibia,NAM,2016,0.08123415
Namibia,NAM,2017,0.07728358
Namibia,NAM,2018,0.07367476
Namibia,NAM,2019,0.07717157
Namibia,NAM,2020,0.052684467
Namibia,NAM,2021,0.014150944
Namibia,NAM,2022,0.009296804
New Zealand,NZL,1970,0.0007966102
New Zealand,NZL,1971,0.0014309764
Nicaragua,NIC,1970,0.05133898
Nicaragua,NIC,1971,0.061649833
Nicaragua,NIC,1972,0.03345566
Nicaragua,NIC,1973,0.02232659
Nicaragua,NIC,1974,0.025
Nicaragua,NIC,1975,0.008902078
Nicaragua,NIC,1976,0.011019284
Nicaragua,NIC,1977,0.0040431265
North Korea,PRK,1970,0.22033899
North Korea,PRK,1971,0.21885522
North Korea,PRK,1972,0.19877675
North Korea,PRK,1973,0.18786128
North Korea,PRK,1974,0.1971831
North Korea,PRK,1975,0.22255193
North Korea,PRK,1976,0.20661157
North Korea,PRK,1977,0.20215634
North Korea,PRK,1978,0.20604396
North Korea,PRK,1979,0.20408164
North Korea,PRK,1980,0.16666667
North Korea,PRK,1981,0.15604681
North Korea,PRK,1982,0.15831135
North Korea,PRK,1983,0.13140604
North Korea,PRK,1984,0.12804097
North Korea,PRK,1985,0.12515645
North Korea,PRK,1986,0.12594458
North Korea,PRK,1987,0.14563107
North Korea,PRK,1988,0.13761468
North Korea,PRK,1989,0.13274336
North Korea,PRK,1990,0.13043478
North Korea,PRK,1991,0.15005359
North Korea,PRK,1992,0.12671594
North Korea,PRK,1993,0.1264489
North Korea,PRK,1994,0.12631579
North Korea,PRK,1995,0.1
North Korea,PRK,1996,0.09090909
North Korea,PRK,1997,0.08695652
North Korea,PRK,1998,0.08264463
North Korea,PRK,1999,0.078125
North Korea,PRK,2000,0.09022556
North Korea,PRK,2001,0.08759124
North Korea,PRK,2002,0.0882353
North Korea,PRK,2003,0.08695652
North Korea,PRK,2004,0.08163265
North Korea,PRK,2005,0.08
North Korea,PRK,2006,0.0794702
North Korea,PRK,2007,0.077419356
North Korea,PRK,2008,0.015384615
North Korea,PRK,2009,0.023125
North Korea,PRK,2010,0.028571429
North Korea,PRK,2011,0.07453416
North Korea,PRK,2012,0.1017964
North Korea,PRK,2013,0.036413044
North Korea,PRK,2014,0.04139785
North Korea,PRK,2015,0.044559587
North Korea,PRK,2016,0.061463416
North Korea,PRK,2017,0.0089552235
North Korea,PRK,2018,0.009708738
North Korea,PRK,2019,0.009803922
North Korea,PRK,2020,0.009708738
North Korea,PRK,2021,0.009433962
North Korea,PRK,2022,0.00913242
North Macedonia,MKD,1992,0.07602957
North Macedonia,MKD,1993,0.105374075
North Macedonia,MKD,1994,0.10526316
North Macedonia,MKD,1995,0.1
North Macedonia,MKD,1996,0.122727275
North Macedonia,MKD,1997,0.11304348
North Macedonia,MKD,1998,0.075206615
North Macedonia,MKD,1999,0.0796875
North Macedonia,MKD,2000,0.06681203
North Macedonia,MKD,2001,0.038343064
North Macedonia,MKD,2002,0.034845587
North Macedonia,MKD,2003,0.004478261
North Macedonia,MKD,2004,0
North Macedonia,MKD,2005,0.031993333
North Macedonia,MKD,2006,0.046715233
North Macedonia,MKD,2007,0.045348387
North Macedonia,MKD,2008,0.051608976
North Macedonia,MKD,2009,0.0465
North Macedonia,MKD,2010,0.049142856
North Macedonia,MKD,2011,0.046925467
North Macedonia,MKD,2012,0.06347305
North Macedonia,MKD,2013,0.06358696
North Macedonia,MKD,2014,0.051612902
North Macedonia,MKD,2015,0.059067357
North Macedonia,MKD,2016,0.0497561
North Macedonia,MKD,2017,0.04477612
North Macedonia,MKD,2018,0.03883495
North Macedonia,MKD,2019,0.034803923
North Macedonia,MKD,2020,0.029038835
North Macedonia,MKD,2021,0.029306604
North Macedonia,MKD,2022,0.03238813
Norway,NOR,1970,0.33808476
Norway,NOR,1971,0.3648485
Norway,NOR,1972,0.39766055
Norway,NOR,1973,0.43276012
Norway,NOR,1974,0.3397183
Norway,NOR,1975,0.3953561
Norway,NOR,1976,0.4280992
Norway,NOR,1977,0.39154986
Norway,NOR,1978,0.3993544
Norway,NOR,1979,0.38991836
Norway,NOR,1980,0.4012639
Norway,NOR,1981,0.3657087
Norway,NOR,1982,0.36398417
Norway,NOR,1983,0.29655716
Norway,NOR,1984,0.3206402
Norway,NOR,1985,0.2409512
Norway,NOR,1986,0.37244332
Norway,NOR,1987,0.28197816
Norway,NOR,1988,0.21393348
Norway,NOR,1989,0.22269912
Norway,NOR,1990,0.25044566
Norway,NOR,1991,0.21330118
Norway,NOR,1992,0.13446674
Norway,NOR,1993,0.09212856
Norway,NOR,1994,0.077978946
Norway,NOR,1995,0.06799
Norway,NOR,1996,0.067218184
Norway,NOR,1997,0.058008697
Norway,NOR,1998,0.022305785
Oman,OMN,1979,0
Oman,OMN,1980,0
Oman,OMN,1981,0
Oman,OMN,1982,0
Oman,OMN,1983,0.14848883
Oman,OMN,1984,0.20742637
Oman,OMN,1985,0.22027534
Oman,OMN,1986,0.21032746
Oman,OMN,1987,0.2050971
Oman,OMN,1988,0.20756881
Oman,OMN,1989,0.18362832
Oman,OMN,1990,0.14891304
Oman,OMN,1991,0.14469454
Oman,OMN,1992,0.14149947
Oman,OMN,1993,0.09272919
Oman,OMN,1994,0.045263156
Oman,OMN,2003,0
Oman,OMN,2004,0
Oman,OMN,2005,0
Oman,OMN,2006,0
Oman,OMN,2007,0.047709677
Oman,OMN,2008,0.09503846
Oman,OMN,2009,0.09726875
Oman,OMN,2010,0.10267081
Oman,OMN,2011,0.13146584
Oman,OMN,2012,0.11786827
Oman,OMN,2013,0.059271738
Oman,OMN,2014,0.07365054
Oman,OMN,2015,0.040559586
Oman,OMN,2016,0
Pakistan,PAK,1995,0.044
Pakistan,PAK,1996,0.027272727
Pakistan,PAK,2000,0
Pakistan,PAK,2001,0
Pakistan,PAK,2002,0
Pakistan,PAK,2003,0.039130434
Pakistan,PAK,2004,0.1
Pakistan,PAK,2005,0.118
Pakistan,PAK,2006,0.12384106
Pakistan,PAK,2007,0.121290326
Pakistan,PAK,2008,0.119871795
Pakistan,PAK,2009,0.1225
Pakistan,PAK,2010,0.12360249
Pakistan,PAK,2011,0.124223605
Pakistan,PAK,2012,0.14311378
Pakistan,PAK,2013,0.1125
Pakistan,PAK,2014,0.09677419
Pakistan,PAK,2015,0.08290155
Pakistan,PAK,2016,0.068292685
Pakistan,PAK,2017,0.05000995
Pakistan,PAK,2018,0.060864076
Pakistan,PAK,2019,0.063965686
Pakistan,PAK,2020,0.06407767
Pakistan,PAK,2021,0.088707544
Pakistan,PAK,2022,0.07463927
Panama,PAN,2015,0
Panama,PAN,2016,0
Panama,PAN,2017,0
Panama,PAN,2018,0
Panama,PAN,2019,0.72294116
Panama,PAN,2020,0.99780583
Panama,PAN,2021,1.5613208
Panama,PAN,2022,1.6001735
Papua New Guinea,PNG,1970,0
Papua New Guinea,PNG,1971,0
Papua New Guinea,PNG,1972,1.8960245
Papua New Guinea,PNG,1973,2.6430635
Papua New Guinea,PNG,1974,2.5929577
Papua New Guinea,PNG,1975,2.559006
Papua New Guinea,PNG,1976,2.4313912
Papua New Guinea,PNG,1977,2.456752
Papua New Guinea,PNG,1978,2.728063
Papua New Guinea,PNG,1979,2.3236463
Papua New Guinea,PNG,1980,2.0390694
Papua New Guinea,PNG,1981,2.1511054
Papua New Guinea,PNG,1982,2.242797
Papua New Guinea,PNG,1983,2.4072404
Papua New Guinea,PNG,1984,2.1055954
Papua New Guinea,PNG,1985,2.1908386
Papua New Guinea,PNG,1986,2.2492821
Papua New Guinea,PNG,1987,2.6419783
Papua New Guinea,PNG,1988,2.5072591
Papua New Guinea,PNG,1989,2.2569137
Papua New Guinea,PNG,1990,1.8501196
Papua New Guinea,PNG,1991,2.1914148
Papua New Guinea,PNG,1992,2.0418057
Papua New Guinea,PNG,1993,2.1490517
Papua New Guinea,PNG,1994,2.1718843
Papua New Guinea,PNG,1995,2.12737
Papua New Guinea,PNG,1996,1.6969545
Papua New Guinea,PNG,1997,0.9696956
Papua New Guinea,PNG,1998,1.2525289
Papua New Guinea,PNG,1999,1.4681329
Papua New Guinea,PNG,2000,1.5267744
Papua New Guinea,PNG,2001,1.4873139
Papua New Guinea,PNG,2002,1.5537868
Papua New Guinea,PNG,2003,1.465942
Papua New Guinea,PNG,2004,1.1793878
Papua New Guinea,PNG,2005,1.28652
Papua New Guinea,PNG,2006,1.2871192
Papua New Guinea,PNG,2007,1.0915097
Papua New Guinea,PNG,2008,1.0233974
Papua New Guinea,PNG,2009,1.0416813
Papua New Guinea,PNG,2010,0.99267703
Papua New Guinea,PNG,2011,0.8102857
Papua New Guinea,PNG,2012,0.7504551
Papua New Guinea,PNG,2013,0.57349455
Papua New Guinea,PNG,2014,0.40806988
Papua New Guinea,PNG,2015,0.23411918
Papua New Guinea,PNG,2016,0.3903512
Papua New Guinea,PNG,2017,0.52447265
Papua New Guinea,PNG,2018,0.46741262
Papua New Guinea,PNG,2019,0.4872451
Papua New Guinea,PNG,2020,0.42227185
Papua New Guinea,PNG,2021,0.31583962
Papua New Guinea,PNG,2022,0.34611872
Peru,PER,1970,3.7326272
Peru,PER,1971,3.4906733
Peru,PER,1972,3.3505504
Peru,PER,1973,2.9289885
Peru,PER,1974,2.9801831
Peru,PER,1975,2.4601336
Peru,PER,1976,3.0340083
Peru,PER,1977,4.5567384
Peru,PER,1978,5.037816
Peru,PER,1979,5.3159184
Peru,PER,1980,5.0944443
Peru,PER,1981,4.26026
Peru,PER,1982,4.7005277
Peru,PER,1983,4.233903
Peru,PER,1984,4.670064
Peru,PER,1985,4.818523
Peru,PER,1986,4.8622165
Peru,PER,1987,4.932403
Peru,PER,1988,3.6284404
Peru,PER,1989,4.073009
Peru,PER,1990,3.5152173
Peru,PER,1991,4.097288
Peru,PER,1992,4.0034637
Peru,PER,1993,4.017387
Peru,PER,1994,3.8475053
Peru,PER,1995,4.09693
Peru,PER,1996,4.4145
Peru,PER,1997,4.4043303
Peru,PER,1998,3.994529
Peru,PER,1999,4.1905236
Peru,PER,2000,4.164842
Peru,PER,2001,5.2703285
Peru,PER,2002,6.1969337
Peru,PER,2003,6.1056376
Peru,PER,2004,7.044721
Peru,PER,2005,6.732653
Peru,PER,2006,6.9435234
Peru,PER,2007,7.6791873
Peru,PER,2008,8.127353
Peru,PER,2009,7.9765563
Peru,PER,2010,7.7464843
Peru,PER,2011,7.6729503
Peru,PER,2012,7.777012
Peru,PER,2013,7.47631
Peru,PER,2014,7.4066772
Peru,PER,2015,8.812523
Peru,PER,2016,11.482239
Peru,PER,2017,12.167089
Peru,PER,2018,11.830267
Peru,PER,2019,12.03647
Peru,PER,2020,10.436893
Peru,PER,2021,10.849056
Peru,PER,2022,11.187215
Peru,PER,2023,11.818182
Philippines,PHL,1970,2.7168136
Philippines,PHL,1971,3.3261447
Philippines,PHL,1972,3.2675076
Philippines,PHL,1973,3.1964595
Philippines,PHL,1974,3.1758451
Philippines,PHL,1975,3.3497775
Philippines,PHL,1976,3.272562
Philippines,PHL,1977,3.6764421
Philippines,PHL,1978,3.620728
Philippines,PHL,1979,4.0585036
Philippines,PHL,1980,4.2292223
Philippines,PHL,1981,3.9314435
Philippines,PHL,1982,3.8533773
Philippines,PHL,1983,3.5663996
Philippines,PHL,1984,2.9879513
Philippines,PHL,1985,2.7808385
Philippines,PHL,1986,2.733287
Philippines,PHL,1987,2.5983374
Philippines,PHL,1988,2.4823968
Philippines,PHL,1989,2.1231194
Philippines,PHL,1990,1.9615109
Philippines,PHL,1991,1.5862808
Philippines,PHL,1992,1.3043611
Philippines,PHL,1993,1.4358062
Philippines,PHL,1994,1.1797369
Philippines,PHL,1995,1.02637
Philippines,PHL,1996,0.5663364
Philippines,PHL,1997,0.42293045
Philippines,PHL,1998,0.3750496
Philippines,PHL,1999,0.2939922
Philippines,PHL,2000,0.23984963
Philippines,PHL,2001,0.14832847
Philippines,PHL,2002,0.13503677
Philippines,PHL,2003,0.14792754
Philippines,PHL,2004,0.1087347
Philippines,PHL,2005,0.1088
Philippines,PHL,2006,0.113649
Philippines,PHL,2007,0.14749677
Philippines,PHL,2008,0.1361218
Philippines,PHL,2009,0.306625
Philippines,PHL,2010,0.36280745
Philippines,PHL,2011,0.3964907
Philippines,PHL,2012,0.39188024
Philippines,PHL,2013,0.4938098
Philippines,PHL,2014,0.4936774
Philippines,PHL,2015,0.43437824
Philippines,PHL,2016,0.4080439
Philippines,PHL,2017,0.33908457
Philippines,PHL,2018,0.33948058
Philippines,PHL,2019,0.35241178
Philippines,PHL,2020,0.2954175
Philippines,PHL,2021,0.2433302
Philippines,PHL,2022,0.2716895
Poland,POL,1970,1.4067796
Poland,POL,1971,2.0589225
Poland,POL,1972,2.0642202
Poland,POL,1973,2.1965318
Poland,POL,1974,2.6056337
Poland,POL,1975,3.412463
Poland,POL,1976,3.6225896
Poland,POL,1977,3.800539
Poland,POL,1978,4.285714
Poland,POL,1979,4.62585
Poland,POL,1980,4.763889
Poland,POL,1981,3.8309493
Poland,POL,1982,4.960422
Poland,POL,1983,5.286465
Poland,POL,1984,5.518566
Poland,POL,1985,5.4067583
Poland,POL,1986,5.4785895
Poland,POL,1987,5.315534
Poland,POL,1988,5.2637615
Poland,POL,1989,4.4358406
Poland,POL,1990,4.021739
Poland,POL,1991,4.0943193
Poland,POL,1992,3.5058079
Poland,POL,1993,4.0316124
Poland,POL,1994,3.9789474
Poland,POL,1995,3.842
Poland,POL,1996,3.8354545
Poland,POL,1997,3.6064086
Poland,POL,1998,3.6016529
Poland,POL,1999,3.61875
Poland,POL,2000,3.4142857
Poland,POL,2001,3.4598541
Poland,POL,2002,3.697059
Poland,POL,2003,3.6488695
Poland,POL,2004,3.6106668
Poland,POL,2005,3.4119933
Poland,POL,2006,3.2927153
Poland,POL,2007,2.915484
Poland,POL,2008,2.7544038
Poland,POL,2009,2.7460313
Poland,POL,2010,2.6442547
Poland,POL,2011,2.650093
Poland,POL,2012,2.5572696
Poland,POL,2013,2.3308642
Poland,POL,2014,2.2649732
Poland,POL,2015,2.2082694
Poland,POL,2016,2.0682926
Poland,POL,2017,2.084577
Poland,POL,2018,1.9480582
Poland,POL,2019,2.2009804
Poland,POL,2020,1.9077669
Poland,POL,2021,1.8443396
Poland,POL,2022,1.7945205
Poland,POL,2023,1.8181819
Portugal,PRT,1970,0.06376271
Portugal,PRT,1971,0.06661616
Portugal,PRT,1972,0.008302752
Portugal,PRT,1973,0.009407515
Portugal,PRT,1974,0.008
Portugal,PRT,1975,0.0066320477
Portugal,PRT,1976,0.0053305784
Portugal,PRT,1977,0.0432345
Portugal,PRT,1978,0.040686812
Portugal,PRT,1979,0.049687076
Portugal,PRT,1980,0.05401389
Portugal,PRT,1981,0.037048113
Portugal,PRT,1982,0.030171504
Portugal,PRT,1983,0.0049277265
Portugal,PRT,1984,0.0046862997
Portugal,PRT,1985,0.0039299126
Portugal,PRT,1986,0.0034130982
Portugal,PRT,1987,0.0024635922
Portugal,PRT,1988,0.09427752
Portugal,PRT,1989,1.0842588
Portugal,PRT,1990,1.7374022
Portugal,PRT,1991,1.7029475
Portugal,PRT,1992,1.6082366
Portugal,PRT,1993,1.5851423
Portugal,PRT,1994,1.3711053
Portugal,PRT,1995,1.29726
Portugal,PRT,1996,0.9797636
Portugal,PRT,1997,0.9267826
Portugal,PRT,1998,0.94640493
Portugal,PRT,1999,0.777125
Portugal,PRT,2000,0.5736842
Portugal,PRT,2001,0.60558397
Portugal,PRT,2002,0.5678456
Portugal,PRT,2003,0.5621812
Portugal,PRT,2004,0.6510204
Portugal,PRT,2005,0.59694
Portugal,PRT,2006,0.52092713
Portugal,PRT,2007,0.58223873
Portugal,PRT,2008,0.5706795
Portugal,PRT,2009,0.5403875
Portugal,PRT,2010,0.4622733
Portugal,PRT,2011,0.4949441
Portugal,PRT,2012,0.44337127
Portugal,PRT,2013,0.41976088
Portugal,PRT,2014,0.40555376
Portugal,PRT,2015,0.4304715
Portugal,PRT,2016,0.36318538
Portugal,PRT,2017,0.31747264
Portugal,PRT,2018,0.23817475
Portugal,PRT,2019,0.20369117
Portugal,PRT,2020,0.1564563
Portugal,PRT,2021,0.17992924
Portugal,PRT,2022,0.14656621
Romania,ROU,1972,0.4587156
Romania,ROU,1973,0.5780347
Romania,ROU,1974,0.5633803
Romania,ROU,1975,0.652819
Romania,ROU,1976,0.41322315
Romania,ROU,1977,0.3638814
Romania,ROU,1978,0.3708791
Romania,ROU,1979,0.39455783
Romania,ROU,1980,0.3888889
Romania,ROU,1981,0.39011705
Romania,ROU,1982,0.39577836
Romania,ROU,1983,0.36793694
Romania,ROU,1984,0.3841229
Romania,ROU,1985,0.37546933
Romania,ROU,1986,0.44080603
Romania,ROU,1987,0.6043689
Romania,ROU,1988,0.57568806
Romania,ROU,1989,0.5287611
Romania,ROU,1990,0.3478261
Romania,ROU,1991,0.2915327
Romania,ROU,1992,0.26082367
Romania,ROU,1993,0.26606956
Romania,ROU,1994,0.2740421
Romania,ROU,1995,0.2452
Romania,ROU,1996,0.22212727
Romania,ROU,1997,0.19685218
Romania,ROU,1998,0.15756199
Romania,ROU,1999,0.12855469
Romania,ROU,2000,0.12104511
Romania,ROU,2001,0.1400365
Romania,ROU,2002,0.14208089
Romania,ROU,2003,0.16948551
Romania,ROU,2004,0.13863945
Romania,ROU,2005,0.10857333
Romania,ROU,2006,0.083013244
Romania,ROU,2007,0.014277419
Romania,ROU,2008,0.001974359
Romania,ROU,2009,0.01955625
Romania,ROU,2010,0.03184472
Romania,ROU,2011,0.03947205
Romania,ROU,2012,0.03534132
Romania,ROU,2013,0.036956523
Romania,ROU,2014,0.038709678
Romania,ROU,2015,0.018652849
Romania,ROU,2016,0.035609756
Romania,ROU,2017,0.03681592
Romania,ROU,2018,0.042339806
Romania,ROU,2019,0.04509804
Romania,ROU,2020,0.044174757
Romania,ROU,2021,0.042924527
Romania,ROU,2022,0.052968036
Russia,RUS,1992,7.18057
Russia,RUS,1993,6.25922
Russia,RUS,1994,6.0347366
Russia,RUS,1995,5.259
Russia,RUS,1996,4.7545457
Russia,RUS,1997,4.3913045
Russia,RUS,1998,4.380165
Russia,RUS,1999,4.1796875
Russia,RUS,2000,3.9849625
Russia,RUS,2001,3.9416058
Russia,RUS,2002,4.8683825
Russia,RUS,2003,4.710145
Russia,RUS,2004,4.285714
Russia,RUS,2005,4.266667
Russia,RUS,2006,4.4701986
Russia,RUS,2007,4.451613
Russia,RUS,2008,4.519231
Russia,RUS,2009,4.223125
Russia,RUS,2010,4.3645964
Russia,RUS,2011,3.6515527
Russia,RUS,2012,3.4904191
Russia,RUS,2013,3.564674
Russia,RUS,2014,3.717742
Russia,RUS,2015,3.6860104
Russia,RUS,2016,3.4258537
Russia,RUS,2017,3.7865672
Russia,RUS,2018,4.225728
Russia,RUS,2019,3.982353
Russia,RUS,2020,3.9320388
Russia,RUS,2021,4.4339623
Russia,RUS,2022,4.2739725
Russia,RUS,2023,4.1363635
Saudi Arabia,SAU,1994,0.009652631
Saudi Arabia,SAU,1995,0.00925
Saudi Arabia,SAU,1996,0.010381818
Saudi Arabia,SAU,1997,0.009573913
Saudi Arabia,SAU,1998,0.00646281
Saudi Arabia,SAU,1999,0.0064140623
Saudi Arabia,SAU,2000,0.006293233
Saudi Arabia,SAU,2001,0.00729927
Saudi Arabia,SAU,2002,0.004411765
Saudi Arabia,SAU,2003,0.004543478
Saudi Arabia,SAU,2004,0.004435374
Saudi Arabia,SAU,2005,0.0044533336
Saudi Arabia,SAU,2006,0.0048344373
Saudi Arabia,SAU,2007,0.0047548385
Saudi Arabia,SAU,2008,0.009391026
Saudi Arabia,SAU,2009,0.01074375
Saudi Arabia,SAU,2010,0.009956522
Saudi Arabia,SAU,2011,0.012136646
Saudi Arabia,SAU,2012,0.026407186
Saudi Arabia,SAU,2013,0.027690217
Saudi Arabia,SAU,2014,0.058322582
Saudi Arabia,SAU,2015,0.059911918
Saudi Arabia,SAU,2016,0.13414635
Saudi Arabia,SAU,2017,0.18049254
Saudi Arabia,SAU,2018,0.27815533
Saudi Arabia,SAU,2019,0.32990196
Saudi Arabia,SAU,2020,0.36601943
Saudi Arabia,SAU,2021,0.36014152
Saudi Arabia,SAU,2022,0.34246576
Serbia,SRB,2006,0.07350993
Serbia,SRB,2007,0.106451616
Serbia,SRB,2008,0.11282051
Serbia,SRB,2009,0.12125
Serbia,SRB,2010,0.14161491
Serbia,SRB,2011,0.1621118
Serbia,SRB,2012,0.19281437
Serbia,SRB,2013,0.19673914
Serbia,SRB,2014,0.18139248
Serbia,SRB,2015,0.15454404
Serbia,SRB,2016,0.20146342
Serbia,SRB,2017,0.22288558
Serbia,SRB,2018,0.21407767
Serbia,SRB,2019,0.2134804
Serbia,SRB,2020,0.25343204
Serbia,SRB,2021,0.5714623
Serbia,SRB,2022,0.9314977
Serbia and Montenegro,OWID_SRM,1992,1.0328511
Serbia and Montenegro,OWID_SRM,1993,0.6045838
Serbia and Montenegro,OWID_SRM,1994,0.7826421
Serbia and Montenegro,OWID_SRM,1995,0.74619
Serbia and Montenegro,OWID_SRM,1996,0.6315182
Serbia and Montenegro,OWID_SRM,1997,0.63971305
Serbia and Montenegro,OWID_SRM,1998,0.58595043
Serbia and Montenegro,OWID_SRM,1999,0.40390626
Serbia and Montenegro,OWID_SRM,2000,0.34586465
Serbia and Montenegro,OWID_SRM,2001,0.22627737
Serbia and Montenegro,OWID_SRM,2002,0.16985294
Serbia and Montenegro,OWID_SRM,2003,0.11231884
Serbia and Montenegro,OWID_SRM,2004,0.093877554
Serbia and Montenegro,OWID_SRM,2005,0.07733333
Slovakia,SVK,2009,0.0000875
Slovakia,SVK,2010,0.00013664596
Slovakia,SVK,2011,0.00017391304
Slovakia,SVK,2012,0.00018562874
Slovakia,SVK,2013,0.00021739131
Slovakia,SVK,2014,0.00024731184
Slovakia,SVK,2015,0.00030051812
Slovakia,SVK,2016,0.0001902439
Slovakia,SVK,2017,0.00015920398
Slovakia,SVK,2018,0.00010194175
Slovakia,SVK,2019,0.00008333333
Slovakia,SVK,2020,0.00009708738
Slovakia,SVK,2021,0.00035849056
Slovakia,SVK,2022,0.0001369863
South Africa,ZAF,1970,2.4440677
South Africa,ZAF,1971,2.4983165
South Africa,ZAF,1972,2.475948
South Africa,ZAF,1973,2.540419
South Africa,ZAF,1974,2.52269
South Africa,ZAF,1975,2.6547034
South Africa,ZAF,1976,2.7118456
South Africa,ZAF,1977,2.7683828
South Africa,ZAF,1978,2.8261676
South Africa,ZAF,1979,2.5930748
South Africa,ZAF,1980,2.9215
South Africa,ZAF,1981,2.7121847
South Africa,ZAF,1982,2.5810423
South Africa,ZAF,1983,2.7872798
South Africa,ZAF,1984,2.6446862
South Africa,ZAF,1985,2.5663579
South Africa,ZAF,1986,2.4299245
South Africa,ZAF,1987,2.401857
South Africa,ZAF,1988,2.0432453
South Africa,ZAF,1989,2.1192145
South Africa,ZAF,1990,2.0474782
South Africa,ZAF,1991,2.075477
South Africa,ZAF,1992,1.8592819
South Africa,ZAF,1993,1.9915701
South Africa,ZAF,1994,1.8210527
South Africa,ZAF,1995,1.82
South Africa,ZAF,1996,1.709091
